Report Number,Title of Report,Classification,Date,Formula,Year,Month,Season,latitude,longitude,State,Country,Region
4090,Report 4090: Sighting in wheat field near Fouke,Class A,2000-01-15T12:00:00Z,2000,2000,January,Winter,33.26666,-93.886,AR,United States,Southeast
4446,Report 4446: Daytime sighting by hiker on La Jolla Indian Reservation.,Class A,1993-07-04T12:00:00Z,1993,1993,July,Summer,33.2675,-116.8625,CA,United States,West
36178,Report 36178: Motorist has nighttime sighting near Lake Village,Class A,2012-07-29T12:00:00Z,2012,2012,July,Summer,33.26855,-91.22115,AR,United States,Southeast
398,Report 398: Woman and friend drive past amazing animal on Georgia backroad,Class A,2005-01-31T12:00:00Z,2005,2005,January,Winter,33.26885,-85.12705,GA,United States,Southeast
26352,Report 26352: Early evening sighting near Moreland,Class A,2007-10-13T12:00:00Z,2007,2007,October,Fall,33.2706,-84.73555,GA,United States,Southeast
23585,"Report 23585: Mescalero Reservation resident sees silhouetted figure swaying at window, large footprints outside house",Class B,2008-03-12T12:00:00Z,2008,2008,March,Spring,33.27094,-105.7338,NM,United States,Southwest
23578,Report 23578: Possible tracks found along the Greenbelt Corridor outside Denton,Class B,2008-04-08T12:00:00Z,2008,2008,April,Spring,33.27303,-97.03784,TX,United States,Southwest
55121,Report 55121: Youth has daylight sighting along Texas highway near Jacksboro,Class A,2016-07-02T12:00:00Z,2016,2016,July,Summer,33.275,-98.325,TX,United States,Southwest
1918,Report 1918: Nighttime sightings on Mescalero IR,Class A,2001-08-06T12:00:00Z,2001,2001,August,Summer,33.27735,-105.7395,NM,United States,Southwest
47408,Report 47408: Deer hunter hears possible vocalization at dusk near Queen City,Class B,2014-11-29T12:00:00Z,2014,2014,November,Fall,33.2784,-94.12258,TX,United States,Southwest
8039,"Report 8039: Deer hunter encounters tall, upright, hairy creature near Wright Patman Lake",Class A,2004-02-19T12:00:00Z,2004,2004,February,Winter,33.28333,-94.35722,TX,United States,Southwest
245,"Report 245: Two outdoorsman fishing, loud vocalizations, footsteps heard",Class A,1999-07-15T12:00:00Z,1999,1999,July,Summer,33.28375,-87.32655,AL,United States,Southeast
2237,Report 2237: Early morning encounter on North Texas backroad.,Class A,2003-10-10T12:00:00Z,2003,2003,October,Fall,33.29083,-97.8375,TX,United States,Southwest
2104,Report 2104: Howling sound heard in the Boggy Creek area of Fouke Arkansas,Class B,2001-04-01T12:00:00Z,2001,2001,April,Spring,33.31194,-93.8417,AR,United States,Southeast
51530,Report 51530:  Camper on Mount Palomar reports heavy biped running through campground late at night.,Class B,1988-07-13T12:00:00Z,1988,1988,July,Summer,33.32237,-116.8782,CA,United States,West
9712,Report 9712: Early evening encounter near Riverdale,Class A,1984-07-15T12:00:00Z,1984,1984,July,Summer,33.32442,-84.2532,GA,United States,Southeast
7652,Report 7652: Encounter near Sulphur River not far from Sulphur Springs,Class B,2004-01-09T12:00:00Z,2004,2004,January,Winter,33.33,-95.54278,TX,United States,Southwest
36498,Report 36498: Pre-dawn sighting on a rural road near Fouke,Class A,2012-09-13T12:00:00Z,2012,2012,September,Fall,33.33171,-93.98622,AR,United States,Southeast
28305,Report 28305: Man recalls being spooked by loud vocalization near McKinney Bridge Road,Class B,1990-09-14T12:00:00Z,1990,1990,September,Fall,33.33614,-97.02299,TX,United States,Southwest
7669,Report 7669: Arrowhead hunter has distant encounter in Sulphur River bottoms.,Class B,2003-12-30T12:00:00Z,2003,2003,December,Winter,33.34139,-95.24917,TX,United States,Southwest
31888,Report 31888: Scary encounters outside a rural home near Jackson,Class A,2004-10-22T12:00:00Z,2004,2004,October,Fall,33.34677,-83.90588,GA,United States,Southeast
17480,Report 17480: Sighting by a group of campers in Cheaha Mountain State Park,Class A,2007-04-22T12:00:00Z,2007,2007,April,Spring,33.35,-85.625,AL,United States,Southeast
25238,Report 25238: Woman recalls encountering a creature while driving through Talladega National Forest,Class A,1999-11-23T12:00:00Z,1999,1999,November,Fall,33.36305,-86.17122,AL,United States,Southeast
2218,"Report 2218: Man approached at close range by man/ape creature at Fort Gordon, US Army Signal School",Class A,1979-12-01T12:00:00Z,1979,1979,December,Winter,33.3646,-82.24471,GA,United States,Southeast
8171,Report 8171: Nighttime Sighting on County Road,Class A,2004-05-09T12:00:00Z,2004,2004,May,Spring,33.3674,-86.64066,AL,United States,Southeast
19073,Report 19073: Large creature leaps in front of car on TX-37 near the Sulphur River,Class A,2004-10-20T12:00:00Z,2004,2004,October,Fall,33.36867,-95.23958,TX,United States,Southwest
44849,Report 44849: Sightings at night in the same area off Bone Camp Road near Northport,Class A,2014-12-27T12:00:00Z,2014,2014,December,Winter,33.37095,-87.6942,AL,United States,Southeast
68899,"Report 68899: Four senior golfers observe a sasquatch next to Whitewater Creek Golf Course, 27 mi south of Atlanta",Class A,2018-12-15T12:00:00Z,2018,2018,December,Winter,33.37111,-84.508,GA,United States,Southeast
55236,Report 55236: Former park ranger has possible night sighting near a remote Texas game ranch,Class B,2016-07-18T12:00:00Z,2016,2016,July,Summer,33.375,-98.3,TX,United States,Southwest
23136,Report 23136: Early morning roadside sighting of tall gray creature near Buckeye,Class A,2008-07-29T12:00:00Z,2008,2008,July,Summer,33.3785,-112.6432,AZ,United States,Southwest
1631,Report 1631: Several incidents in the woods near the Sulphur River south of Texarkana,Class B,1978-10-28T12:00:00Z,1978,1978,October,Fall,33.37917,-94.11611,TX,United States,Southwest
63984,Report 63984: Night fisherman sees a reddish Sasquatch running near Red River,Class A,1990-06-17T12:00:00Z,1990,1990,June,Summer,33.387,-94.036,AR,United States,Southeast
37862,Report 37862: Hunter finds his deer kill moved near Monticello,Class B,2011-12-15T12:00:00Z,2011,2011,December,Winter,33.40425,-91.48295,AR,United States,Southeast
4236,Report 4236: Man recalls a possible encounter as a teen at Fort Gordon,Class B,1965-06-15T12:00:00Z,1965,1965,June,Summer,33.4119,-82.13665,GA,United States,Southeast
35475,Report 35475: Daylight road crossing near Vernon,Class A,2012-05-21T12:00:00Z,2012,2012,May,Spring,33.41574,-88.12475,AL,United States,Southeast
50045,Report 50045: Property owner claims multiple incidents near confluence of Bear Creek and Sulphur River,Class A,2015-07-15T12:00:00Z,2015,2015,July,Summer,33.445,-96.05,TX,United States,Southwest
1123,Report 1123: Footprints photographed in Yellow Canyon.,Class B,2001-01-06T12:00:00Z,2001,2001,January,Winter,33.45278,-101.5361,TX,United States,Southwest
7519,Report 7519: Bigfoot runs across road in front of woman in car near Pecan Gap,Class A,2003-12-08T12:00:00Z,2003,2003,December,Winter,33.46333,-95.8775,TX,United States,Southwest
22969,Report 22969: Camper Awakened by Loud Wood Knocks in Talladega National Forrest,Class B,2008-01-19T12:00:00Z,2008,2008,January,Winter,33.46345,-85.87055,AL,United States,Southeast
33115,Report 33115: Two witnesses recall sighting as teens near Monticello,Class A,1986-06-15T12:00:00Z,1986,1986,June,Summer,33.46372,-83.61285,GA,United States,Southeast
4337,Report 4337: Daytime sighting by hunter near Sulphur River.,Class A,1996-12-15T12:00:00Z,1996,1996,December,Winter,33.48,-95.76861,TX,United States,Southwest
2394,Report 2394: Four friends saw and heard 8 foot creature plow through the trees while they were out fishing,Class A,1990-05-30T12:00:00Z,1990,1990,May,Spring,33.48028,-97.04361,TX,United States,Southwest
15457,Report 15457: Daylight sighting by hunter along powerline route near Newnan,Class A,2006-08-29T12:00:00Z,2006,2006,August,Summer,33.48295,-84.7681,GA,United States,Southeast
1419,Report 1419: Large footprint found in a sandy creek bank near Talladega National Forest,Class B,2000-07-15T12:00:00Z,2000,2000,July,Summer,33.48665,-85.8175,AL,United States,Southeast
26313,Report 26313: Motorist has late night visual encounter near Tyrone,Class A,2009-07-17T12:00:00Z,2009,2009,July,Summer,33.49565,-84.5317,GA,United States,Southeast
444,Report 444: Family sightings over 100 years in Fayette and Fulton Counties,Class C,1986-04-15T12:00:00Z,1986,1986,April,Spring,33.4996,-84.5422,GA,United States,Southeast
1344,Report 1344: while playing tag with several other children witness saw a white hairy creature.,Class A,1978-08-06T12:00:00Z,1978,1978,August,Summer,33.50025,-88.40335,MS,United States,Southeast
18902,Report 18902: Possible evening sighting by pedestrian on the outskirts of Little River and N. Myrtle Beach,Class B,2007-04-14T12:00:00Z,2007,2007,April,Spring,33.5155,-78.3829,SC,United States,Southeast
7113,"Report 7113: Brothers have close, long sighting of ""thing"" in Wolf Creek",Class A,2003-10-26T12:00:00Z,2003,2003,October,Fall,33.5388,-84.869,GA,United States,Southeast
43689,Report 43689: Night fisherman first hears and then observes two Bigfoots in his spotlight near Birmingham,Class A,2013-10-02T12:00:00Z,2013,2013,October,Fall,33.55153,-86.98473,AL,United States,Southeast
8732,Report 8732: Motorist has late night sighting of a light colored creature on rural highway,Class A,2005-01-30T12:00:00Z,2005,2005,January,Winter,33.56555,-90.8022,MS,United States,Southeast
7567,Report 7567: Family experiences activity near Ector.,Class B,2003-12-15T12:00:00Z,2003,2003,December,Winter,33.59,-96.27306,TX,United States,Southwest
22539,Report 22539: Roadside Sighting near Moody,Class A,2007-07-18T12:00:00Z,2007,2007,July,Summer,33.59,-86.5,AL,United States,Southeast
7907,"Report 7907: Family has encounters on private, hunting land in Red River - Sulphur River corridor.",Class A,2004-01-30T12:00:00Z,2004,2004,January,Winter,33.61666,-95.90694,TX,United States,Southwest
8679,Report 8679: Adult recalls childhood sighting at dusk near Moody,Class A,2004-09-30T12:00:00Z,2004,2004,September,Fall,33.6205,-86.4664,AL,United States,Southeast
7303,Report 7303: Strange odor precedes strange vocalizations in rural Texas,Class B,2003-11-06T12:00:00Z,2003,2003,November,Fall,33.62167,-100.8361,TX,United States,Southwest
7566,Report 7566: Bow hunter has daylight sighting near Alpine.,Class A,1993-09-04T12:00:00Z,1993,1993,September,Fall,33.6247,-109.3191,AZ,United States,Southwest
10501,Report 10501: Hikers find footprints near Pell City.,Class B,2005-02-05T12:00:00Z,2005,2005,February,Winter,33.6332,-86.2952,AL,United States,Southeast
67423,Report 67423: Sighting of a Sasquatch crossing forest road off I-20 near AL/GA state border.,Class A,2020-06-15T12:00:00Z,2020,2020,June,Summer,33.64341,-85.41961,AL,United States,Southeast
4143,"Report 4143: While searching for their uncle, two boys see a tall creature look at them, grunt and run off towards the woods",Class A,1982-04-15T12:00:00Z,1982,1982,April,Spring,33.64555,-95.16028,TX,United States,Southwest
62851,Report 62851: Woman experienced terrifying close encounter as a child and later as a teenager.,Class A,1978-05-15T12:00:00Z,1978,1978,May,Spring,33.66554,-93.56799,AR,United States,Southeast
8083,Report 8083: Boy encounters bigfoot while fishing on a pond just north of Detroit,Class A,2002-11-02T12:00:00Z,2002,2002,November,Fall,33.66666,-95.27361,TX,United States,Southwest
24137,Report 24137: Young couple encounter something large on Lake Hemet,Class B,2008-07-17T12:00:00Z,2008,2008,July,Summer,33.66675,-116.7,CA,United States,West
4142,Report 4142: Hunter observes 6' tall hairy figure near a creek,Class A,1987-11-15T12:00:00Z,1987,1987,November,Fall,33.67056,-95.06667,TX,United States,Southwest
51612,Report 51612: Rural North Texas family has nighttime road crossing sighting near Bluegrove,Class A,2015-06-17T12:00:00Z,2015,2015,June,Summer,33.675,-98.225,TX,United States,Southwest
7679,Report 7679: Two people have encounter at Lake Texoma,Class A,2003-12-31T12:00:00Z,2003,2003,December,Winter,33.69,-96.84806,TX,United States,Southwest
6097,Report 6097: Man describes childhood sighting at rural property on the outskirts of Atlanta,Class A,1961-09-01T12:00:00Z,1961,1961,September,Fall,33.70037,-84.53352,GA,United States,Southeast
273,Report 273: Husband and wife hear scream while fishing,Class B,1994-09-15T12:00:00Z,1994,1994,September,Fall,33.7065,-85.57415,AL,United States,Southeast
8038,"Report 8038: Near Lake Texoma and Hagerman Wildlife Refuge, ongoing activity near family home.",Class A,2004-02-19T12:00:00Z,2004,2004,February,Winter,33.71472,-96.78917,TX,United States,Southwest
11487,Report 11487: Security policeman has nighttime sighting at Myrtle Beach Air Force Base,Class A,1974-04-18T12:00:00Z,1974,1974,April,Spring,33.72,-78.9211,SC,United States,Southeast
2397,Report 2397: Seven-foot tall creature seen by two youths; a local newspaper later carries story about other incidents in the same area,Class B,1975-06-30T12:00:00Z,1975,1975,June,Summer,33.75556,-96.53,TX,United States,Southwest
5253,Report 5253: Backpackers report screams and camp stalking near Dutchman's Flats outside Idyllwild,Class B,2002-12-01T12:00:00Z,2002,2002,December,Winter,33.7655,-116.7078,CA,United States,West
1944,Report 1944: Family has multiple encounters with white bigfoot creature,Class A,1969-08-16T12:00:00Z,1969,1969,August,Summer,33.76986,-94.3643,AR,United States,Southeast
11592,Report 11592: Youth has sighting near bridge.,Class A,2004-12-27T12:00:00Z,2004,2004,December,Winter,33.77528,-97.05903,TX,United States,Southwest
26473,Report 26473: Possible sign and incidents on private property while scouting for deer south of Monkstown,Class B,2009-08-22T12:00:00Z,2009,2009,August,Summer,33.79094,-95.92831,TX,United States,Southwest
26019,Report 26019: Public service officer hears unidentifiable screams and grunts near Hiram,Class B,2006-06-21T12:00:00Z,2006,2006,June,Summer,33.796,-84.79601,GA,United States,Southeast
8913,Report 8913: Late night sighting by motorist,Class A,2001-05-15T12:00:00Z,2001,2001,May,Spring,33.7985,-91.27056,AR,United States,Southeast
18016,Report 18016: Nighttime sighting by motorists outside Hiram,Class A,2006-06-16T12:00:00Z,2006,2006,June,Summer,33.80785,-84.78979,GA,United States,Southeast
18044,Report 18044: Nighttime sighting by motorists on Hwy 101 near Hannah Swamp,Class A,2007-02-27T12:00:00Z,2007,2007,February,Winter,33.81029,-84.97515,GA,United States,Southeast
14887,"Report 14887: Possible sighting, vocalizations, stalking, etc., near Sweetwater Creek",Class B,2006-07-05T12:00:00Z,2006,2006,July,Summer,33.81283,-84.80283,GA,United States,Southeast
10498,Report 10498: Hiker has daylight sighting near Warrior.,Class A,1979-09-15T12:00:00Z,1979,1979,September,Fall,33.8132,-86.7891,AL,United States,Southeast
27307,Report 27307: Man and son have encounter while setting off fireworks near Pottsboro,Class B,2006-07-04T12:00:00Z,2006,2006,July,Summer,33.81435,-96.76199,TX,United States,Southwest
18377,Report 18377: Possible sighting by multiple witnesses on farm near Buchannan,Class B,2006-12-18T12:00:00Z,2006,2006,December,Winter,33.81461,-85.15337,GA,United States,Southeast
